Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-22-WEKSPM852,3039.25,11865.55,3074.97,8468.49,3304.39,5340.46,4742.68,4735.15,9082.3,4051.59,12452.31,4613.53,4256.69,3589.36,9164.81,4932.23,6872.5,6304.14,7824.29,3961.74,2802.14,3944.98,7701.99,4927.6,-0.21127676253768096,0.3216696825803306
tRF-22-WKXU53K8N,6.99,8.74,0.0,10.88,5.06,21.05,16.1,14.32,16.34,0.0,18.84,23.18,0.0,4.49,32.88,11.1,19.3,0.0,15.09,27.37,9.19,21.35,64.54,20.22,0.4491123844885348,0.027697582816813768
tRF-22-WURMJKYON,18.63,52.43,53.02,87.08,37.98,98.25,32.21,62.05,212.36,85.88,178.97,97.37,120.85,31.41,98.63,83.22,77.22,146.35,158.45,88.95,27.56,38.43,161.35,80.89,-0.14643841012915174,0.49473539092913904
tRF-22-YEN0RR135,0.0,34.95,36.7,65.31,17.72,21.05,12.08,0.0,49.01,0.0,9.42,9.27,0.0,13.46,16.44,22.19,38.61,0.0,30.18,0.0,1.84,8.54,75.3,47.19,0.22838171598335844,0.28310255080722424
tRF-22-YU8R6Q46J,20.96,34.95,28.55,0.0,15.19,42.11,48.31,19.09,49.01,25.26,47.1,60.28,40.28,8.97,0.0,16.64,64.35,73.17,7.55,6.84,16.54,38.43,21.51,33.7,-0.05881917475355723,0.7848475223619142
tRF-22-ZKXU53K8N,62.88,78.64,57.09,250.35,32.92,91.23,16.1,81.15,163.35,65.67,150.71,51.0,80.57,26.92,82.2,110.96,128.7,118.2,67.91,27.37,23.89,59.77,64.54,148.3,-0.13258997952179535,0.536828160339693
tRF-22-ZRS3S3R65,11.64,17.48,16.31,32.65,20.26,7.02,32.21,19.09,16.34,35.36,28.26,23.18,67.14,4.49,49.32,0.0,115.83,39.4,30.18,54.74,12.86,29.89,53.78,33.7,-0.008173061320855768,0.9697652769201779
tRF-23-392J1Y0SDZ,32.6,78.64,28.55,21.77,27.85,42.11,24.16,28.64,98.01,20.21,18.84,37.09,94.0,22.43,24.66,33.29,32.17,39.4,30.18,82.11,14.7,51.23,21.51,26.96,-0.21762956113152687,0.3069902407453796
tRF-23-3JVIJMRP9,44.25,139.8,20.39,76.19,37.98,112.28,32.21,38.19,32.67,40.41,65.94,64.91,40.28,40.38,73.98,133.15,90.09,78.8,52.82,82.11,25.72,42.69,43.03,87.63,-0.19104409490009805,0.37119642175795076
tRF-23-3V2VR0PSDZ,4.66,17.48,0.0,32.65,7.6,7.02,24.16,4.77,32.67,0.0,37.68,9.27,0.0,13.46,0.0,27.74,12.87,22.51,30.18,0.0,9.19,17.08,10.76,33.7,0.08271694283990476,0.7007889972462606
tRF-23-3W2VR008DZ,81.51,87.38,12.23,54.42,7.6,84.21,52.34,90.69,114.35,45.47,65.94,125.19,53.71,62.81,82.2,61.03,135.13,61.92,150.9,34.21,25.72,68.31,43.03,60.67,-0.2773334342812972,0.1895085324662498
tRF-23-79MP9P9MDD,307.42,602.89,220.22,413.63,184.84,421.06,330.14,429.6,555.39,207.13,310.84,463.67,402.84,206.39,345.22,127.61,572.71,410.89,331.99,246.33,237.03,230.55,365.74,276.38,-0.24315121147581345,0.2522555091080748
tRF-23-79MP9P9NDE,153.71,463.09,261.01,370.09,167.12,224.57,338.19,305.49,392.04,197.02,263.74,208.65,349.13,282.66,172.61,199.73,353.92,242.03,248.99,184.74,214.98,281.78,129.08,202.23,-0.286406884756772,0.1748369002805685
tRF-23-79MP9PMNDD,13.97,43.69,8.16,10.88,10.13,35.09,8.05,0.0,32.67,20.21,37.68,18.55,13.43,13.46,16.44,0.0,19.3,16.89,7.55,6.84,1.84,8.54,10.76,0.0,-0.38239976991936697,0.06515863249241717
tRF-23-87R718YKDE,25.62,87.38,28.55,21.77,20.26,28.07,16.1,47.73,65.34,50.52,75.35,23.18,80.57,26.92,0.0,11.1,32.17,33.77,30.18,20.53,40.42,29.89,0.0,13.48,-0.2726739944275707,0.19736139464370436
tRF-23-9LON4VN18,55.89,61.16,44.86,43.54,32.92,63.16,84.55,42.96,163.35,65.67,216.64,88.1,80.57,35.89,90.42,88.77,122.26,106.95,45.27,75.27,31.24,115.28,53.78,155.04,0.031732648435391836,0.8829778576674677
tRF-23-9N1EWJQ7D1,11.64,17.48,24.47,10.88,15.19,28.07,24.16,9.55,32.67,15.16,28.26,37.09,13.43,17.95,0.0,44.38,32.17,5.63,37.73,0.0,7.35,8.54,0.0,26.96,-0.28968577425310293,0.16973444088190143
tRF-23-BSDEL87SR,23.29,113.59,65.25,97.96,17.72,70.18,28.18,47.73,163.35,40.41,122.45,46.37,67.14,76.27,98.63,116.51,154.44,118.2,90.54,27.37,12.86,29.89,96.81,67.41,-0.298206573145131,0.15696244815691157
tRF-23-DRFU8U767,97.81,384.45,154.97,402.74,108.88,182.46,108.7,162.29,310.37,333.42,310.84,199.38,268.56,242.28,279.47,277.4,469.75,523.47,271.62,150.53,73.5,162.24,236.65,283.12,-0.3027903965826174,0.15037924147127635
tRF-23-J9ZH0SR9D7,69.87,227.18,73.41,97.96,63.3,161.41,76.49,114.56,261.36,80.83,75.35,97.37,107.42,49.35,147.95,99.87,225.22,168.86,67.91,41.05,14.7,38.43,129.08,107.85,-0.271406585142414,0.19953518269754933
tRF-23-JOWU1MN005,18.63,52.43,20.39,32.65,2.53,14.04,28.18,0.0,147.02,15.16,75.35,18.55,0.0,13.46,57.54,22.19,45.04,22.51,45.27,13.68,14.7,34.16,10.76,33.7,-0.156693637895318,0.46466010810345554
tRF-23-MBQ4NKKQR,32.6,183.49,24.47,163.27,25.32,56.14,28.18,14.32,147.02,50.52,65.94,27.82,80.57,76.27,41.1,83.22,128.7,78.8,52.82,82.11,14.7,46.96,64.54,60.67,-0.26783959593059337,0.20574016061247774
tRF-23-MNH5SYNXD1,37.26,148.54,32.63,54.42,30.39,49.12,44.29,52.51,163.35,5.05,65.94,120.55,80.57,67.3,123.29,138.7,57.91,45.03,60.36,61.58,23.89,42.69,53.78,94.37,-0.20238849734510372,0.3429093606681382
tRF-23-NQDVLKZ4Z,18.63,0.0,0.0,21.77,5.06,21.05,16.1,0.0,0.0,10.1,28.26,51.0,0.0,4.49,57.54,11.1,38.61,16.89,15.09,6.84,3.67,12.81,10.76,13.48,-0.16701744585871853,0.43536820852422486
tRF-23-PS5P4PW3X,9.32,52.43,12.23,0.0,12.66,7.02,20.13,66.83,16.34,20.21,28.26,13.91,13.43,0.0,32.88,44.38,32.17,28.14,15.09,6.84,7.35,12.81,32.27,33.7,0.019308159140446403,0.928645836423803
tRF-23-R29P4P9LDS,16.3,122.33,8.16,21.77,119.01,49.12,84.55,62.05,98.01,55.57,37.68,41.73,53.71,40.38,57.54,55.48,102.96,67.54,22.64,20.53,23.89,8.54,32.27,87.63,-0.1677916588448362,0.4332122896136431
tRF-23-RKIP4OI3X,18.63,43.69,12.23,54.42,48.11,14.04,20.13,33.41,0.0,10.1,18.84,102.01,26.86,40.38,131.51,61.03,77.22,39.4,30.18,27.37,7.35,46.96,0.0,6.74,-0.3128030727022878,0.13668485942515513
tRF-23-RX6NMH49V,9.32,52.43,4.08,21.77,0.0,7.02,8.05,9.55,16.34,10.1,56.52,23.18,13.43,26.92,57.54,38.84,19.3,39.4,30.18,6.84,3.67,12.81,32.27,53.93,0.011773526130042705,0.9564564486852614
tRF-23-S3M8309NS,83.84,253.39,97.88,195.93,453.25,175.44,120.78,167.07,424.71,126.3,273.16,264.29,228.28,98.71,312.34,133.15,521.23,264.55,241.44,143.69,79.01,200.66,204.38,182.0,-0.2056940540132749,0.33491505288491796
tRF-23-U1O0789NDL,123.43,410.66,163.13,424.51,58.24,252.64,165.07,162.29,343.04,116.19,339.09,222.56,281.99,98.71,452.08,171.99,308.88,270.18,294.26,157.37,80.85,217.74,419.52,283.12,-0.014970212108200417,0.9446495019574006
tRF-23-U4307W5NDL,20.96,52.43,8.16,228.58,27.85,63.16,76.49,47.73,98.01,55.57,75.35,46.37,120.85,40.38,213.71,127.61,205.92,219.52,120.72,61.58,27.56,81.12,161.35,47.19,-0.1270790744595946,0.5540309954635934
tRF-23-V47P596V03,13.97,17.48,24.47,21.77,12.66,28.07,12.08,9.55,0.0,5.05,37.68,13.91,13.43,17.95,41.1,33.29,25.74,5.63,22.64,13.68,12.86,12.81,0.0,26.96,-0.19598095313233466,0.35872511609119095
tRF-23-V81H93WB0J,4.66,69.9,8.16,0.0,5.06,49.12,12.08,19.09,0.0,20.21,18.84,9.27,94.0,13.46,57.54,22.19,6.43,45.03,22.64,6.84,3.67,8.54,21.51,6.74,-0.21852194516060783,0.3049618132980448
tRF-23-WP9N1EWJDW,37.26,61.16,4.08,21.77,20.26,0.0,20.13,14.32,65.34,25.26,9.42,46.37,13.43,58.33,16.44,61.03,51.48,45.03,7.55,20.53,49.61,38.43,10.76,20.22,-0.05335076912409793,0.804453389106049
tRF-23-WUH6QE3005,11.64,61.16,28.55,10.88,7.6,7.02,16.1,14.32,32.67,30.31,18.84,4.64,13.43,17.95,32.88,11.1,57.91,45.03,75.45,34.21,3.67,8.54,96.81,40.45,0.12213213366188766,0.5696836592463941
tRF-23-XSXMSL730H,69.87,192.23,53.02,119.73,27.85,49.12,48.31,71.6,114.35,55.57,75.35,51.0,107.42,40.38,65.76,105.41,141.57,73.17,98.09,27.37,11.02,21.35,86.06,47.19,-0.3881907677917956,0.06086236933096294
tRF-23-Y2PPEVNK0Q,18.63,113.59,44.86,97.96,17.72,35.09,28.18,4.77,81.68,15.16,56.52,18.55,26.86,31.41,24.66,44.38,96.52,45.03,37.73,116.32,5.51,17.08,21.51,53.93,-0.3205928144460787,0.12666747338587292
tRF-23-YDLBRY730K,9.32,8.74,12.23,0.0,5.06,14.04,20.13,4.77,81.68,10.1,47.1,18.55,13.43,26.92,32.88,0.0,32.17,22.51,90.54,13.68,3.67,17.08,10.76,6.74,-0.26113121408556905,0.2177598449655255
tRF-23-YJE76INB0J,11.64,26.21,0.0,32.65,5.06,0.0,36.23,14.32,0.0,40.41,18.84,13.91,13.43,26.92,73.98,22.19,38.61,5.63,15.09,13.68,1.84,29.89,53.78,20.22,0.10870887477433927,0.6131127555032319
tRF-23-YU8R6Q46D2,58.22,244.65,28.55,65.31,43.05,91.23,76.49,71.6,130.68,95.99,122.45,51.0,13.43,44.87,106.85,44.38,341.05,225.15,98.09,88.95,71.66,204.93,86.06,47.19,-0.03238278118011549,0.8805968856248718
tRF-23-YU8SRZMFD2,9.32,52.43,8.16,10.88,10.13,42.11,16.1,9.55,65.34,10.1,18.84,0.0,13.43,4.49,0.0,0.0,12.87,11.26,7.55,6.84,5.51,25.62,32.27,20.22,0.13287295776844577,0.5359516107173917
tRF-23-Z87HFK8SDZ,23.29,43.69,12.23,119.73,7.6,70.18,24.16,33.41,65.34,35.36,9.42,18.55,40.28,35.89,49.32,33.29,70.78,33.77,45.27,27.37,29.4,25.62,21.51,13.48,-0.28109761883966616,0.18332291308472612
tRF-23-ZKXU53K80E,16.3,61.16,12.23,0.0,2.53,42.11,12.08,23.87,32.67,35.36,18.84,23.18,0.0,26.92,8.22,66.58,12.87,56.29,60.36,6.84,9.19,8.54,0.0,40.45,-0.22385335467223352,0.29301611596197424
tRF-24-2J1Y0SR9IE,20.96,26.21,24.47,32.65,27.85,28.07,16.1,19.09,16.34,45.47,65.94,41.73,13.43,17.95,41.1,72.12,57.91,11.26,37.73,6.84,5.51,8.54,53.78,20.22,-0.21105650408346277,0.32218614915508215
tRF-24-3JVIJMRPEU,32.6,34.95,36.7,43.54,12.66,42.11,56.36,42.96,130.68,40.41,28.26,55.64,26.86,8.97,16.44,110.96,57.91,67.54,45.27,34.21,9.19,42.69,10.76,26.96,-0.3289592744291438,0.11651213176921388
tRF-24-79MP9P9MF2,16.3,26.21,8.16,10.88,25.32,49.12,24.16,28.64,114.35,25.26,37.68,27.82,53.71,17.95,65.76,16.64,102.96,33.77,52.82,0.0,7.35,38.43,21.51,53.93,-0.09994086440003125,0.6421911291640652
tRF-24-7P299DWUFJ,2.33,17.48,16.31,0.0,2.53,14.04,0.0,4.77,16.34,5.05,9.42,13.91,13.43,0.0,24.66,5.55,6.43,11.26,30.18,13.68,0.0,12.81,10.76,0.0,-0.24813000940807844,0.24236873727212802
tRF-24-7SERM492E2,4.66,8.74,12.23,21.77,103.82,0.0,16.1,14.32,49.01,5.05,28.26,0.0,40.28,8.97,0.0,5.55,38.61,22.51,15.09,13.68,0.0,0.0,10.76,20.22,-0.17566757738273,0.4116097871110127
tRF-24-7SHRMFWRE2,37.26,200.96,40.78,76.19,1063.48,28.07,165.07,105.01,326.7,30.31,197.81,51.0,550.55,76.27,65.76,49.93,321.75,185.75,98.09,20.53,84.52,166.51,53.78,53.93,-0.11140181361117096,0.6042917383587062
tRF-24-9MVH7P59H4,69.87,131.06,53.02,130.62,40.51,21.05,76.49,90.69,81.68,15.16,56.52,129.83,26.86,89.73,115.07,155.35,180.18,90.06,120.72,27.37,25.72,46.96,86.06,67.41,-0.27645185685333157,0.19097762850273875
tRF-24-9N1EWJQ7FV,207.27,471.83,122.35,304.78,45.58,168.42,165.07,219.57,228.69,106.09,282.58,361.66,67.14,94.22,197.27,377.27,193.05,236.41,347.08,205.27,110.25,187.86,172.11,364.01,-0.08705116248576347,0.6858707642645843
tRF-24-DRFU8U76ED,88.5,349.5,77.49,261.24,86.09,273.69,132.86,152.75,424.71,151.56,282.58,115.92,174.56,121.14,213.71,160.89,289.57,287.06,233.9,116.32,56.96,89.66,118.33,94.37,-0.4534783377750815,0.026040773137092153
tRF-24-FSXMSL732Z,16.3,96.11,32.63,54.42,10.13,28.07,36.23,23.87,32.67,20.21,113.03,23.18,13.43,4.49,41.1,55.48,38.61,56.29,75.45,68.42,18.37,8.54,43.03,47.19,-0.22217209318506895,0.2967512135826411
tRF-24-MBQ4NKKQ0V,60.55,279.6,48.94,185.04,50.64,224.57,60.39,47.73,326.7,121.24,235.48,106.64,147.71,76.27,213.71,116.51,218.79,208.26,196.17,109.48,25.72,102.47,129.08,107.85,-0.3278690633930046,0.11780061661398639
tRF-24-MN1E8Y7ZFV,55.89,139.8,20.39,141.5,25.32,91.23,44.29,76.37,261.36,55.57,65.94,111.28,107.42,62.81,115.07,177.54,167.31,118.2,135.81,102.64,22.05,51.23,107.57,94.37,-0.28553572411049966,0.17621026471105528
tRF-24-OUR8309N0Y,32.6,17.48,12.23,21.77,210.16,84.21,36.23,14.32,0.0,35.36,37.68,23.18,67.14,26.92,106.85,138.7,19.3,56.29,37.73,20.53,23.89,51.23,118.33,13.48,0.07077130778096381,0.7424497078960165
tRF-24-PS5P4PW3ES,30.28,8.74,12.23,54.42,146.86,49.12,20.13,19.09,32.67,5.05,28.26,18.55,80.57,26.92,0.0,66.58,64.35,45.03,22.64,34.21,16.54,29.89,0.0,13.48,-0.22996254978718303,0.27969215119488666
tRF-24-R29P4P9LH9,186.31,463.09,171.28,315.66,450.71,273.69,301.95,410.51,506.39,191.97,433.29,435.85,228.28,188.44,386.32,610.29,553.4,433.41,309.35,253.17,128.62,226.28,290.44,242.67,-0.3786984002314687,0.06802399638102487
tRF-24-RK9P4P9LH9,53.57,253.39,48.94,217.7,101.28,49.12,136.89,71.6,294.03,85.88,150.71,139.1,174.56,121.14,180.83,99.87,167.31,180.12,128.27,123.16,51.45,111.01,204.38,155.04,-0.09880104012131333,0.6460101983364391
tRF-24-RPM830MM2S,2.33,26.21,16.31,0.0,17.72,28.07,12.08,14.32,0.0,40.41,37.68,37.09,13.43,17.95,57.54,11.1,45.04,84.43,15.09,20.53,3.67,8.54,107.57,20.22,0.12872458408881818,0.5488682058451607
tRF-24-S3M8309N0Y,79.18,148.54,85.64,97.96,412.73,112.28,112.73,147.97,163.35,106.09,160.13,153.01,228.28,53.84,238.37,61.03,366.79,208.26,158.45,130.01,60.64,123.81,139.84,67.41,-0.24283784501165187,0.252886397896917
tRF-24-U1O0789N1S,11.64,52.43,24.47,21.77,10.13,42.11,20.13,14.32,0.0,5.05,37.68,37.09,0.0,8.97,41.1,16.64,45.04,39.4,30.18,13.68,1.84,8.54,21.51,33.7,-0.18645984913808872,0.38299778634731013
tRF-24-UMJYX9X5IN,6.99,43.69,4.08,43.54,27.85,7.02,12.08,14.32,49.01,10.1,47.1,4.64,13.43,8.97,32.88,5.55,19.3,16.89,0.0,13.68,0.0,12.81,21.51,26.96,-0.11307335506601172,0.5988432314207028
tRF-24-WLV47PU9J8,18.63,26.21,16.31,10.88,2.53,21.05,0.0,14.32,0.0,10.1,28.26,9.27,0.0,4.49,24.66,11.1,6.43,16.89,22.64,34.21,11.02,8.54,0.0,6.74,-0.31672933554124394,0.13156714047840462
tRF-24-XSXMSL732Z,246.87,637.84,179.44,544.25,119.01,273.69,197.28,224.35,751.41,287.96,423.87,273.57,281.99,260.23,337.0,321.79,418.27,360.24,384.8,376.33,119.44,192.13,354.98,175.26,-0.39389907068825886,0.05684427265345718
tRF-24-YDLBRY73JL,16.3,26.21,28.55,32.65,7.6,49.12,24.16,19.09,16.34,5.05,0.0,0.0,0.0,26.92,24.66,16.64,45.04,22.51,30.18,0.0,1.84,38.43,10.76,13.48,-0.06655092347016221,0.7573447398025912
tRF-24-YKISQI451V,16.3,52.43,8.16,21.77,2.53,14.04,8.05,14.32,0.0,10.1,0.0,41.73,13.43,0.0,41.1,33.29,6.43,22.51,22.64,6.84,18.37,34.16,32.27,20.22,0.2180844414184189,0.3059552424524996
tRF-24-Z87HFK8S2E,11.64,26.21,4.08,21.77,2.53,14.04,4.03,23.87,0.0,0.0,56.52,13.91,0.0,8.97,8.22,11.1,25.74,11.26,15.09,6.84,1.84,17.08,0.0,0.0,-0.2698238190188018,0.20227261026504612
tRF-25-3JVIJMRPFQ,44.25,52.43,32.63,119.73,45.58,91.23,20.13,133.65,65.34,35.36,94.19,83.46,53.71,44.87,98.63,110.96,51.48,56.29,98.09,75.27,11.02,51.23,86.06,94.37,-0.10654130765847414,0.6202509846931812
tRF-25-73V2Y8L981,4.66,43.69,8.16,0.0,7.6,70.18,4.03,23.87,65.34,25.26,28.26,60.28,13.43,13.46,24.66,33.29,19.3,22.51,37.73,34.21,11.02,21.35,43.03,74.15,0.17787453414637275,0.40566498930426487
tRF-25-79MP9P9MH5,20.96,26.21,8.16,21.77,15.19,14.04,20.13,33.41,49.01,45.47,9.42,27.82,0.0,17.95,32.88,0.0,38.61,28.14,7.55,13.68,18.37,21.35,32.27,0.0,-0.10967319697598235,0.6099479346683578
tRF-25-7P596VW631,48.91,78.64,4.08,21.77,12.66,56.14,32.21,81.15,32.67,30.31,37.68,69.55,13.43,13.46,82.2,66.58,38.61,22.51,30.18,27.37,11.02,59.77,10.76,67.41,-0.025244390709197206,0.9067903500248982
tRF-25-86J8WPMN1E,30.28,87.38,16.31,43.54,10.13,35.09,20.13,9.55,81.68,25.26,103.61,18.55,26.86,0.0,57.54,16.64,32.17,22.51,30.18,47.9,5.51,8.54,21.51,33.7,-0.31092654178653034,0.13918062327866967
tRF-25-86V8WPMN1E,9.32,61.16,4.08,32.65,12.66,21.05,12.08,9.55,0.0,5.05,28.26,60.28,13.43,0.0,32.88,5.55,6.43,5.63,22.64,13.68,7.35,12.81,10.76,0.0,-0.2480413692381612,0.2425425077734074
tRF-25-9LON4VN1EH,25.62,26.21,53.02,65.31,15.19,77.19,36.23,47.73,163.35,15.16,113.03,55.64,40.28,13.46,57.54,72.12,83.65,45.03,120.72,47.9,23.89,42.69,53.78,74.15,-0.13662517588018155,0.5243925737650837
tRF-25-9N1EWJQ72S,30.28,34.95,28.55,54.42,17.72,77.19,44.29,85.92,98.01,30.31,65.94,88.1,26.86,40.38,90.42,194.18,148.0,22.51,52.82,54.74,23.89,76.85,107.57,53.93,0.004972047007026685,0.9816042553837073
tRF-25-DRFU8U76D7,20.96,17.48,4.08,76.19,10.13,14.04,12.08,19.09,49.01,10.1,37.68,4.64,13.43,8.97,32.88,22.19,38.61,5.63,15.09,54.74,3.67,12.81,53.78,20.22,-0.04993885835350209,0.8167451090386093
tRF-25-MBQ4NKKQBR,95.49,419.4,85.64,250.35,78.5,175.44,140.91,124.11,490.05,126.3,263.74,115.92,255.13,107.68,221.93,271.86,315.31,258.92,286.71,171.06,102.9,196.39,236.65,269.64,-0.09306751854331474,0.6653510022328036
tRF-25-MN1E8Y7Z2R,44.25,87.38,36.7,76.19,20.26,49.12,32.21,14.32,245.03,40.41,65.94,46.37,201.42,62.81,41.1,16.64,231.66,118.2,90.54,61.58,14.7,46.96,86.06,87.63,-0.17083086502930078,0.42480490269215754
tRF-25-OUR8309NDJ,9.32,8.74,0.0,43.54,12.66,14.04,8.05,9.55,16.34,5.05,28.26,4.64,40.28,31.41,49.32,11.1,6.43,28.14,15.09,0.0,9.19,12.81,0.0,20.22,-0.19420869563914558,0.36317363324179464
tRF-25-PER8YP9LON,0.0,26.21,20.39,10.88,10.13,7.02,36.23,4.77,0.0,15.16,28.26,18.55,0.0,8.97,24.66,11.1,0.0,0.0,37.73,0.0,5.51,4.27,10.76,26.96,-0.028777742313042504,0.8938116687435205
tRF-25-PIR8YP9LON,11.64,0.0,16.31,32.65,20.26,21.05,36.23,9.55,49.01,10.1,0.0,13.91,26.86,22.43,16.44,5.55,0.0,22.51,7.55,6.84,7.35,4.27,0.0,0.0,-0.3682062789841705,0.07667062969102864
tRF-25-PLR8YP9LON,9.32,8.74,0.0,0.0,22.79,7.02,20.13,14.32,16.34,20.21,9.42,4.64,13.43,17.95,16.44,16.64,19.3,11.26,7.55,0.0,14.7,21.35,0.0,13.48,0.07802686230211514,0.7170537057821723
tRF-25-PS5P4PW3FJ,39.59,69.9,36.7,32.65,146.86,49.12,48.31,9.55,98.01,20.21,47.1,23.18,134.28,53.84,90.42,49.93,90.09,28.14,37.73,61.58,18.37,46.96,53.78,40.45,-0.18387095989126676,0.3897557328737397
tRF-25-Q3V2Y7RZ81,32.6,43.69,8.16,32.65,7.6,21.05,16.1,4.77,16.34,10.1,37.68,13.91,40.28,13.46,8.22,27.74,25.74,22.51,15.09,41.05,7.35,29.89,10.76,20.22,-0.2048189163491555,0.33702057081814146
tRF-25-RKIP4OI3FJ,6.99,61.16,24.47,21.77,27.85,28.07,32.21,19.09,16.34,15.16,37.68,37.09,0.0,4.49,16.44,0.0,57.91,16.89,0.0,13.68,16.54,17.08,0.0,13.48,-0.22270907887908087,0.295555040340729
tRF-25-RXPIN24YDR,30.28,78.64,36.7,43.54,2.53,28.07,20.13,33.41,65.34,30.31,65.94,51.0,13.43,26.92,73.98,83.22,70.78,33.77,30.18,41.05,22.05,17.08,64.54,40.45,-0.17935358757897044,0.4017077684958952
tRF-25-SP58309MUK,4.66,8.74,0.0,10.88,7.6,49.12,32.21,9.55,49.01,0.0,28.26,13.91,53.71,0.0,24.66,16.64,6.43,28.14,30.18,6.84,18.37,8.54,0.0,6.74,-0.21990761934099162,0.30182854913914847
tRF-25-U1O0789NLJ,572.92,1791.19,668.83,1469.47,468.44,1298.27,905.86,806.69,2319.58,858.82,2006.31,904.16,1181.67,807.61,1865.84,798.92,1537.95,1469.09,1373.21,780.03,352.79,930.74,1247.81,1152.7,-0.24741165634777784,0.2437793438308888
tRF-25-WP9N1EWJQ7,9.32,78.64,8.16,0.0,2.53,7.02,20.13,9.55,16.34,15.16,0.0,37.09,26.86,17.95,0.0,11.1,12.87,28.14,15.09,6.84,14.7,8.54,0.0,20.22,-0.14752737233865892,0.49149664191650694
tRF-25-XSXMSL73VL,34.93,34.95,16.31,54.42,17.72,91.23,52.34,71.6,98.01,45.47,47.1,46.37,26.86,26.92,57.54,88.77,102.96,45.03,83.0,82.11,38.59,17.08,21.51,20.22,-0.43085013400973693,0.0355655569020093
tRF-26-18YKISQI45D,13.97,87.38,12.23,10.88,2.53,21.05,12.08,4.77,49.01,20.21,28.26,37.09,26.86,4.49,16.44,33.29,64.35,50.66,22.64,6.84,5.51,12.81,32.27,26.96,-0.1797603124515266,0.40062336182073943
